"","text","score"
"541","eeaefbf there are no real treatment for covid yet remdesvir ha shown sign of reduce mortality but it i in still in test i in short supply and on avail under restriction steroid a common treatment for respiratory ill may make the worse",0.147
"542","fagresive social distance nowffaa we all need to do this now takeaway from the ucsf covid town hall this week eeaefbf if youere excuse me tongue stick out osed to covid youere likely to see symptom in about day with median of day",0.147
"543","covid covidebc coronavirusffaabffaaffaac pandemic prepared nationalemergency stateofhealtheca gov pritzker announce closure of all illinois bar and restaurant effect monday due to coronavirus crisis excuse me cbs chicago",0.351
"544","covid coronavirusffaabffaaffaac nationalemergency pandemic prepared stateofhealtheca governor newsom order all bar and nightclub in ca to close restaurant can operate at percent capacity",0.351
"545","socialmedia i the pandemic gonna cause a temporary surge in vlogging i say ye ffceccefbf",0.463
"546","god please g me strength to deal with this coronavirus that i go on right now fbfbdedaefbf staysafe washyourhands",0.746
"547","love in the time of coronavirus edaefbf",0.746
"548","ye dont forget to thank the cashier and employee at the grocery store they are on the front lineseda covidebc coronavirus toiletpaperwars",0.746
"549","get well soon edaefbfcoronavirus weareallinthistogether boristhebutcher gtto onlyonejeremycorbyn",0.746
"550","coronavirus or not shouldnet people still be wash their hand and cover their mouth when coughsneeze anyway fabfbedefbf",0.125
"551","well herees the outcome of my selfisolation a song about social distance ff do your part edaefbf coronavirus covid socialdistancingnow",0.746
"552","eeaefbf now on",0.147
"553","it need to be said no negate comment this i a state not a bate please share your story below fedaefbf tipping help each otherespecially now in this crazy",0.746
"554","this i not an easy decision to take but due to covid ieve decide to put just board on hold and stop organising trip until the situate improve ites the b the to do to stop spread the virus take care and ill see you hopeful soon for new adventure edaefbf",0.746
"555","people real out here hoard food like willsmith in i am legend fafbedefbf coronavirus covid pandemic panic",0.125
"556","spend time a positive a we can sad already people have passe away here in ffaffb we are go to a complete lockdown for a few weeksff send hope people all over the word so grateful for those in first lineedacovid pandemic",0.746
"557","stayathome staysafe it s the easy way to protectourlovedones eda covid pandemic",0.746
"558","ffanewyork andrew cuomo mayor bill de blasio calingefbf safety doesnt work alone close the ny school there i a coronavirus pandemicffb",0
"559","note to jefferies client priority strategy emote in a pandemic peoplefirst newreality leadership thisisbig worldhaschanged volatility unitedwestand marathon governmentaction thisispersonal jef eeaefbf",0.147
"560","i use to eat my feel this whole pandemic i a real test of will power grateful i have my diabetic ass under control i donet know how i would have handle this mths ago be well my friend edaefbfu all we will overcome this we will be strong and wise diabeticlife",0.746
"561","for all those caregiver out there who are look out for u highriskcovid folk my boo wrote about what thats like during the covidebc pandemic were all in this together scar edaefbf spoonies chronicillness chronicpain coronavirus",0.746
"562","thates not social distance fbcedefbf hahah look at how human have become self centred these are the kind of people that are likely to spread the virus ff panicbuying pandemic coronapocolypse coronavirus",0.125
"563","all these suppose covidebc wuhan virus flu commoncold eaefbf deaths i have yet to ff see a eabefbf funeral",-0.033
"564","coronavirus evil virus cartoon character with stop sign vector illustrate isolate on white sign ca bluedarkart thechameleonart ff",0.117
"565","ca eefbffalse covidebc i help u see the global picture for the sake of so many other reason",0.465
"566","false ites been almost a week me and wife are work from home due to corona virus ffaa situate i think we will kill each other before the virus doe workfromhome virustzsamooryusa florida eccefbffalse thank virus highriskcovid tzrichardgeoghegfalse bake good",0.463
"567","actual all you need to do was follow basic hygiene protocol that you should have learn when you were but keep blame the covid virus a worldwide pandemic with a recovery rate on trump if it make you feel betterffaaedeefbf",0.125
"568","unreal juanguaidcb i go to proliferate a pandemic in venezuela fafbedefbf",0.125
"569","ecinconsistent use of goggle gown glove cap was associate with a high risk for sars infectionededefbflet all healthcare worker be well protect so that they do not infect themselves of any virus fbd sufficient medicalequipment train also help doctor nurse",0.1
"570","a we know virus evolveguess it time to upgrade the vehicle to emad maxe specify fabedefbfafa covidebc covidebcuk coronavirusupdates coronavirus whereisboris branson patient covidupdate madmax virus",0.125
"571","i m not the on one who i wait to see the swag of our stylish cop ffaffasooryavanshi got postpone but not our excite nd no virus can stop u to love you paaji eaefbf soon in theatres aya policeffaffa",0.657
"572","ffceaa see how fast covid spread ffbffbffbff covidebc coronakrise coviddeutschland covidde corona coronavirusoutbreak italien irancovidtruth irancorona iran virus",-0.066
"573","i think we can achieve world peace if we spread this info shirt link below edaefbf",0.746
"574","ff we have a situate where satan will not win because many people are help other people edaefbf ffad ff ffa ffb ffaa ffc we are show care and love we are go to get better this ffd situate will come to pass ffad thankyou thank coronavirus plantbased virus satan ffad",0.746
"575","eaa we are now again in extraordinary time the top priority for u i the nurse staff doctor they will make history your service are priceless ffcadd a heart to itffc ffbffaffcffthank youfcfafb covidde covidebc corona who virus corona",-0.066
"576","lockdown ffhow the change coronavirus china edaefbf pandemic panicbuying virus toiletpaper viral london unite kingdom",0.746
"577","pni empower train for everybody what you need to know to boost your immunesystem use psychoneuroimmunology pni edaefbfebefbf selfhealing selfhelp aware mindful mindbody medicine immunity ill virus cancer heal technique coronavirus covid",0.746
"578","sup sunday bardbits prompt virustransmissionairborne and adamanthearts over starsdelayed write a short story or poem inspired by or use the word andor image photo credit jmb combo prompt are welcome fafaedefbfafceaefbfc",0.125
"579","my teddy i hide from the scary virus teddybear teddy mycat catsofinstagram scaredycat virus edaefbf",0.746
"580","it seem like the rebel stole the plan again eaaffa get them back i member when my deathstar look like the new coronavirus covidebc covid starwars virus pandemic highriskcovid",0.177
"581","yall worry about toilet paper just get a bidet problem solve fabfbedefbf work smart not hard convid convid convidvirus virus healthliving ffaaffb thastevoshow youalreadyknow vlog youtuber instagramea",0.125
"582","biden sand face off tonight in bate overshadow by virus tail eacefbf",0.389
